 index   name  length   s     betx   alfx   phixetax   etaxp  betz   alfz   phiz   etaz   etazp    x      xp     z      zp
 745       Q4   0.32 279.59   4.48   5.03  14.21 -50.78  29.84  14.64  -6.25   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
 746      SD7   0.44 279.91   2.24   2.28  14.23 -44.67   8.80  16.55   0.59   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
 747     BEND   1.05 280.35   0.77   1.06  14.28 -40.80   8.80  16.05   0.55   7.97   0.00   0.00  -0.00   0.00   0.00   0.00
 748      SD7   0.44 281.40   1.56  -1.82  14.58 -31.50   9.00  14.38   1.00   7.98   0.00   0.00  -0.00   0.00   0.00   0.00
 749       Q6   0.32 281.84   3.70  -3.03  14.61 -27.54   9.00  13.53   0.94   7.98   0.00   0.00  -0.00   0.00   0.00   0.00
 750      SD5   0.20 282.16   6.52  -6.13  14.62 -26.20  -0.53  11.50   5.17   7.99   0.00   0.00  -0.00  -0.00   0.00   0.00
 751       S5   0.00 282.36   9.21  -7.31  14.63 -26.30  -0.53   9.53   4.69   7.99   0.00   0.00  -0.00  -0.00   0.00   0.00
 752      COR   0.00 282.36   9.21  -7.31  14.63 -26.30  -0.53   9.53   4.69   7.99   0.00   0.00  -0.00  -0.00   0.00   0.00
 753      SD4   0.39 282.36   9.21  -7.31  14.63 -26.30  -0.53   9.53   4.69   7.99   0.00   0.00  -0.00  -0.00   0.00   0.00
 754      BPM   0.00 282.75  15.82  -9.62  14.63 -26.51  -0.53   6.24   3.75   8.00   0.00   0.00  -0.00  -0.00   0.00   0.00
 755       Q7   0.46 282.75  15.82  -9.62  14.63 -26.51  -0.53   6.24   3.75   8.00   0.00   0.00  -0.00  -0.00   0.00   0.00
 756      SD3   0.20 283.21  16.88   7.67  14.63 -20.75  24.56   5.62  -2.19   8.01   0.00   0.00  -0.00   0.00   0.00   0.00
 757       S6   0.00 283.41  13.96   6.96  14.64 -15.84  24.56   6.54  -2.40   8.02   0.00   0.00  -0.00   0.00   0.00   0.00
 758      COR   0.00 283.41  13.96   6.96  14.64 -15.84  24.56   6.54  -2.40   8.02   0.00   0.00  -0.00   0.00   0.00   0.00
 759      SD2   0.39 283.41  13.96   6.96  14.64 -15.84   6.19   6.54  -2.40   8.02   0.00   0.00  -0.00   0.00   0.00   0.00
 760       Q8   0.32 283.80   9.07   5.58  14.64 -13.43   6.19   8.56  -2.80   8.03   0.00   0.00  -0.00   0.00   0.00   0.00
 761     FCOR   0.00 284.12   7.12   0.84  14.65 -12.58  -0.79   8.85   1.97   8.03   0.00   0.00  -0.00  -0.00   0.00   0.00
 762      BPM   0.00 284.12   7.12   0.84  14.65 -12.58  -0.79   8.85   1.97   8.03   0.00   0.00  -0.00  -0.00   0.00   0.00
 763     SD13   3.48 284.12   7.12   0.84  14.65 -12.58  -0.79   8.85   1.97   8.03   0.00   0.00  -0.00  -0.00   0.00   0.00
 764     SD13   3.48 287.60   4.19   0.01  14.76 -15.34  -0.79   1.82   0.05   8.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 765      BPM   0.00 291.09   7.04  -0.83  14.87 -18.10  -0.79   8.16  -1.87   8.38   0.00   0.00  -0.00  -0.00   0.00   0.00
 766     FCOR   0.00 291.09   7.04  -0.83  14.87 -18.10  -0.79   8.16  -1.87   8.38   0.00   0.00  -0.00  -0.00   0.00   0.00
 767       Q8   0.32 291.09   7.04  -0.83  14.87 -18.10  -0.79   8.16  -1.87   8.38   0.00   0.00  -0.00  -0.00   0.00   0.00
 768      SD2   0.39 291.41   8.96  -5.51  14.88 -19.96 -11.01   7.93   2.53   8.39   0.00   0.00  -0.00  -0.00   0.00   0.00
 769       S8   0.00 291.80  13.80  -6.88  14.88 -24.25 -11.01   6.10   2.17   8.39   0.00   0.00  -0.00  -0.00   0.00   0.00
 770      COR   0.00 291.80  13.80  -6.88  14.88 -24.25 -11.01   6.10   2.17   8.39   0.00   0.00  -0.00  -0.00   0.00   0.00
 771      SD3   0.20 291.80  13.80  -6.88  14.88 -24.25 -30.63   6.10   2.17   8.39   0.00   0.00  -0.00  -0.00   0.00   0.00
 772       Q7   0.46 292.00  16.69  -7.58  14.88 -30.37 -30.63   5.27   1.98   8.40   0.00   0.00  -0.00  -0.00   0.00   0.00
 773      BPM   0.00 292.46  15.64   9.51  14.89 -36.54   4.89   5.93  -3.64   8.41   0.00   0.00  -0.00   0.00   0.00   0.00
 774      SD4   0.39 292.46  15.64   9.51  14.89 -36.54   4.89   5.93  -3.64   8.41   0.00   0.00  -0.00   0.00   0.00   0.00
 775       S7   0.00 292.85   9.11   7.23  14.89 -34.63   4.89   9.14  -4.58   8.42   0.00   0.00  -0.00   0.00   0.00   0.00
 776      COR   0.00 292.85   9.11   7.23  14.89 -34.63   4.90   9.14  -4.59   8.42   0.00   0.00  -0.00   0.00   0.00   0.00
 777      SD5   0.20 292.85   9.11   7.23  14.89 -34.63   4.90   9.14  -4.59   8.42   0.00   0.00  -0.00   0.00   0.00   0.00
 778       Q6   0.32 293.05   6.45   6.06  14.90 -33.65   4.90  11.07  -5.07   8.43   0.00   0.00  -0.00   0.00   0.00   0.00
 779      SD7   0.44 293.37   3.66   3.00  14.91 -34.00  -7.09  13.09  -1.00   8.43   0.00   0.00  -0.00  -0.00   0.00   0.00
 780     BEND   1.05 293.81   1.55   1.80  14.94 -37.12  -7.09  14.00  -1.07   8.44   0.00   0.00  -0.00  -0.00   0.00   0.00
 781      SD7   0.44 294.86   0.78  -1.06  15.24 -44.43  -6.90  15.83  -0.64   8.45   0.00   0.00  -0.00  -0.00   0.00   0.00
 782       Q9   0.32 295.30   2.23  -2.26  15.29 -47.47  -6.90  16.41  -0.68   8.45   0.00   0.00  -0.00  -0.00   0.00   0.00
 783      SD8   0.20 295.62   4.56  -5.41  15.31 -53.90 -33.90  14.13   7.40   8.45   0.00   0.00  -0.00  -0.00   0.00   0.00
 784       S9   0.00 295.82   6.99  -6.74  15.31 -60.68 -33.90  11.33   6.61   8.46   0.00   0.00  -0.00  -0.00   0.00   0.00
 785      COR   0.00 295.82   6.99  -6.74  15.31 -60.68 -33.89  11.33   6.60   8.46   0.00   0.00  -0.00  -0.00   0.00   0.00
 786      BPM   0.00 295.82   6.99  -6.74  15.31 -60.68 -33.89  11.33   6.60   8.46   0.00   0.00  -0.00  -0.00   0.00   0.00
 787      SD9   0.48 295.82   6.99  -6.74  15.31 -60.68 -33.89  11.33   6.60   8.46   0.00   0.00  -0.00  -0.00   0.00   0.00
 788      Q10   0.32 296.29  14.91  -9.90  15.32 -76.83 -33.89   5.93   4.73   8.47   0.00   0.00  -0.00  -0.00   0.00   0.00
 789      SD8   0.20 296.61  18.27   0.12  15.32 -79.73  16.09   4.18   1.08   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 790      S10   0.00 296.81  18.23   0.11  15.32 -76.51  16.09   3.77   0.98   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 791      COR   0.00 296.81  18.23   0.11  15.32 -76.51  16.08   3.77   0.98   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 792     FCOR   0.00 296.81  18.23   0.11  15.32 -76.51   0.88   3.77   0.98   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 793      BPM   0.00 296.81  18.23   0.11  15.32 -76.51   0.88   3.77   0.98   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 794     SDAC   1.90 296.81  18.23   0.11  15.32 -76.51   0.88   3.77   0.98   8.48   0.00   0.00  -0.00   0.00   0.00   0.00
 795     SDAC   1.90 298.72  18.03  -0.00  15.34 -74.83   0.88   1.93  -0.01   8.61   0.00   0.00  -0.00   0.00   0.00   0.00
 796      BPM   0.00 300.62  18.23  -0.11  15.36 -73.14   0.88   3.85  -1.00   8.73   0.00   0.00  -0.00   0.00   0.00   0.00
 797     FCOR   0.00 300.62  18.23  -0.11  15.36 -73.14   0.88   3.85  -1.00   8.73   0.00   0.00  -0.00   0.00   0.00   0.00
 798      S10   0.00 300.62  18.23  -0.11  15.36 -73.14   0.88   3.85  -1.00   8.73   0.00   0.00  -0.00   0.00   0.00   0.00
 799      COR   0.00 300.62  18.23  -0.11  15.36 -73.14   0.87   3.85  -1.00   8.73   0.00   0.00  -0.00   0.00   0.00   0.00
 800      SD8   0.20 300.62  18.23  -0.11  15.36 -73.14 -14.33   3.85  -1.00   8.73   0.00   0.00  -0.00  -0.00   0.00   0.00
 801      Q10   0.32 300.82  18.28  -0.12  15.36 -76.01 -14.33   4.27  -1.10   8.74   0.00   0.00  -0.00  -0.00   0.00   0.00
 802      SD9   0.48 301.14  14.92   9.91  15.36 -72.93  33.22   6.04  -4.82   8.75   0.00   0.00  -0.00   0.00   0.00   0.00
 803      BPM   0.00 301.62   6.99   6.74  15.37 -57.11  33.22  11.54  -6.72   8.76   0.00   0.00  -0.00   0.00   0.00   0.00
 804       S9   0.00 301.62   6.99   6.74  15.37 -57.11  33.22  11.54  -6.72   8.76   0.00   0.00  -0.00   0.00   0.00   0.00
 805      COR   0.00 301.62   6.99   6.74  15.37 -57.11  33.23  11.54  -6.73   8.76   0.00   0.00  -0.00   0.00   0.00   0.00
 806      SD8   0.20 301.62   6.99   6.74  15.37 -57.11  33.23  11.54  -6.73   8.76   0.00   0.00  -0.00   0.00   0.00   0.00
 807       Q9   0.32 301.82   4.56   5.41  15.38 -50.46  33.23  14.39  -7.53   8.76   0.00   0.00  -0.00   0.00   0.00   0.00
 808      SD7   0.44 302.14   2.23   2.26  15.39 -43.94   8.08  16.71   0.70   8.77   0.00   0.00  -0.00   0.00   0.00   0.00
 809     BEND   1.05 302.58   0.78   1.06  15.45 -40.39   8.08  16.11   0.66   8.77   0.00   0.00  -0.00   0.00   0.00   0.00
 810      SD7   0.44 303.63   1.55  -1.79  15.75 -31.83   8.28  14.23   1.09   8.78   0.00   0.00  -0.00   0.00   0.00   0.00
 811       Q6   0.32 304.07   3.66  -2.99  15.77 -28.19   8.28  13.29   1.03   8.79   0.00   0.00  -0.00   0.00   0.00   0.00
 812      SD5   0.20 304.39   6.45  -6.06  15.79 -27.12  -1.52  11.24   5.16   8.79   0.00   0.00  -0.00  -0.00   0.00   0.00
 813       S7   0.00 304.59   9.10  -7.23  15.79 -27.42  -1.52   9.27   4.67   8.79   0.00   0.00  -0.00  -0.00   0.00   0.00
 814      COR   0.00 304.59   9.10  -7.23  15.79 -27.42  -1.52   9.27   4.66   8.79   0.00   0.00  -0.00  -0.00   0.00   0.00
 815      SD4   0.39 304.59   9.10  -7.23  15.79 -27.42  -1.52   9.27   4.66   8.79   0.00   0.00  -0.00  -0.00   0.00   0.00
 816      BPM   0.00 304.98  15.63  -9.51  15.79 -28.01  -1.52   6.01   3.71   8.80   0.00   0.00  -0.00  -0.00   0.00   0.00
 817       Q7   0.46 304.98  15.63  -9.51  15.79 -28.01  -1.52   6.01   3.71   8.80   0.00   0.00  -0.00  -0.00   0.00   0.00
 818      SD3   0.20 305.44  16.69   7.58  15.80 -22.34  25.21   5.32  -1.98   8.82   0.00   0.00  -0.00   0.00   0.00   0.00
 819       S8   0.00 305.64  13.79   6.88  15.80 -17.30  25.21   6.15  -2.17   8.82   0.00   0.00  -0.00   0.00   0.00   0.00
 820      COR   0.00 305.64  13.79   6.88  15.80 -17.30  25.21   6.15  -2.17   8.82   0.00   0.00  -0.00   0.00   0.00   0.00
 821      SD2   0.39 305.64  13.79   6.88  15.80 -17.30   5.62   6.15  -2.17   8.82   0.00   0.00  -0.00   0.00   0.00   0.00
 822       Q8   0.32 306.03   8.96   5.51  15.81 -15.10   5.62   7.98  -2.53   8.83   0.00   0.00  -0.00   0.00   0.00   0.00
 823     FCOR   0.00 306.35   7.04   0.82  15.81 -14.59  -2.35   8.20   1.90   8.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 824      BPM   0.00 306.35   7.04   0.82  15.81 -14.59  -2.35   8.20   1.90   8.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 825     SD13   3.48 306.35   7.04   0.82  15.81 -14.59  -2.35   8.20   1.90   8.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 826     SD13   3.48 309.83   4.19  -0.01  15.92 -22.76  -2.35   1.79  -0.06   9.02   0.00   0.00  -0.00  -0.00   0.00   0.00
 827      BPM   0.00 313.32   7.13  -0.84  16.03 -30.93  -2.35   9.00  -2.01   9.19   0.00   0.00  -0.00  -0.00   0.00   0.00
 828     FCOR   0.00 313.32   7.13  -0.84  16.03 -30.93  -2.35   9.00  -2.01   9.19   0.00   0.00  -0.00  -0.00   0.00   0.00
 829       Q8   0.32 313.32   7.13  -0.84  16.03 -30.93  -2.35   9.00  -2.01   9.19   0.00   0.00  -0.00  -0.00   0.00   0.00
 830      SD2   0.39 313.64   9.07  -5.58  16.04 -34.44 -19.90   8.71   2.84   9.19   0.00   0.00  -0.00  -0.00   0.00   0.00
 831       S8   0.00 314.03  13.96  -6.96  16.05 -42.20 -19.90   6.66   2.43   9.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 832      COR   0.00 314.03  13.96  -6.97  16.05 -42.20 -19.90   6.66   2.44   9.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 833      SD3   0.20 314.03  13.96  -6.97  16.05 -42.20 -39.49   6.66   2.44   9.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 834       Q7   0.46 314.23  16.89  -7.68  16.05 -50.10 -39.49   5.73   2.23   9.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 835      BPM   0.00 314.69  15.82   9.62  16.05 -55.58  16.61   6.36  -3.82   9.22   0.00   0.00  -0.00   0.00   0.00   0.00
 836      SD4   0.39 314.69  15.82   9.62  16.05 -55.58  16.61   6.36  -3.82   9.22   0.00   0.00  -0.00   0.00   0.00   0.00
 837       S7   0.00 315.08   9.22   7.32  16.06 -49.10  16.61   9.72  -4.78   9.23   0.00   0.00  -0.00   0.00   0.00   0.00
 838      COR   0.00 315.08   9.22   7.32  16.06 -49.10  16.62   9.72  -4.78   9.23   0.00   0.00  -0.00   0.00   0.00   0.00
 839      SD5   0.20 315.08   9.22   7.32  16.06 -49.10  16.62   9.72  -4.78   9.23   0.00   0.00  -0.00   0.00   0.00   0.00
 840       Q6   0.32 315.28   6.53   6.14  16.06 -45.78  16.62  11.73  -5.27   9.23   0.00   0.00  -0.00   0.00   0.00   0.00
 841      SD7   0.44 315.60   3.70   3.03  16.07 -43.00   0.88  13.80  -0.96   9.23   0.00   0.00  -0.00   0.00   0.00   0.00
 842     BEND   1.05 316.04   1.56   1.82  16.10 -42.61   0.88  14.67  -1.02   9.24   0.00   0.00  -0.00   0.00   0.00   0.00
 843      SD7   0.44 317.09   0.77  -1.06  16.40 -41.59   1.08  16.36  -0.56   9.25   0.00   0.00  -0.00   0.00   0.00   0.00
 844       Q9   0.32 317.53   2.24  -2.28  16.46 -41.11   1.08  16.87  -0.59   9.25   0.00   0.00  -0.00   0.00   0.00   0.00
 845      SD8   0.20 317.85   4.59  -5.46  16.47 -44.36 -21.69  14.46   7.68   9.26   0.00   0.00  -0.00  -0.00   0.00   0.00
 846       S9   0.00 318.05   7.04  -6.80  16.48 -48.70 -21.69  11.56   6.85   9.26   0.00   0.00  -0.00  -0.00   0.00   0.00
 847      COR   0.00 318.05   7.04  -6.80  16.48 -48.70 -21.68  11.56   6.85   9.26   0.00   0.00  -0.00  -0.00   0.00   0.00
 848      BPM   0.00 318.05   7.04  -6.80  16.48 -48.70 -21.68  11.56   6.85   9.26   0.00   0.00  -0.00  -0.00   0.00   0.00
 849      SD9   0.48 318.05   7.04  -6.80  16.48 -48.70 -21.68  11.56   6.85   9.26   0.00   0.00  -0.00  -0.00   0.00   0.00
 850      Q10   0.32 318.53  15.04 -10.00  16.48 -59.03 -21.68   5.97   4.87   9.27   0.00   0.00  -0.00  -0.00   0.00   0.00
 851      SD8   0.20 318.85  18.43   0.11  16.49 -59.91  16.29   4.16   1.18   9.28   0.00   0.00  -0.00   0.00   0.00   0.00
 852      S10   0.00 319.05  18.39   0.10  16.49 -56.65  16.29   3.71   1.07   9.29   0.00   0.00  -0.00   0.00   0.00   0.00
 853      COR   0.00 319.05  18.39   0.10  16.49 -56.65  16.28   3.71   1.07   9.29   0.00   0.00  -0.00   0.00   0.00   0.00
 854     FCOR   0.00 319.05  18.39   0.10  16.49 -56.65   1.08   3.71   1.07   9.29   0.00   0.00  -0.00   0.00   0.00   0.00
 855      BPM   0.00 319.05  18.39   0.10  16.49 -56.65   1.08   3.71   1.07   9.29   0.00   0.00  -0.00   0.00   0.00   0.00
 856     SDAC   1.90 319.05  18.39   0.10  16.49 -56.65   1.08   3.71   1.07   9.29   0.00   0.00  -0.00   0.00   0.00   0.00
 857     SDAC   1.90 320.95  18.21  -0.01  16.51 -54.59   1.08   1.73  -0.03   9.42   0.00   0.00  -0.00   0.00   0.00   0.00
 858      BPM   0.00 322.86  18.43  -0.11  16.52 -52.53   1.08   3.95  -1.13   9.55   0.00   0.00  -0.00   0.00   0.00   0.00
 859     FCOR   0.00 322.86  18.43  -0.11  16.52 -52.53   1.08   3.95  -1.13   9.55   0.00   0.00  -0.00   0.00   0.00   0.00
 860      S10   0.00 322.86  18.43  -0.11  16.52 -52.53   1.08   3.95  -1.13   9.55   0.00   0.00  -0.00   0.00   0.00   0.00
 861      COR   0.00 322.86  18.43  -0.11  16.52 -52.53   1.08   3.95  -1.13   9.55   0.00   0.00  -0.00   0.00   0.00   0.00
 862      SD8   0.20 322.86  18.43  -0.11  16.52 -52.53 -14.12   3.95  -1.13   9.55   0.00   0.00  -0.00  -0.00   0.00   0.00
 863      Q10   0.32 323.06  18.48  -0.13  16.52 -55.35 -14.12   4.43  -1.25   9.56   0.00   0.00  -0.00  -0.00   0.00   0.00
 864      SD9   0.48 323.38  15.09  10.02  16.53 -54.25  20.87   6.35  -5.16   9.57   0.00   0.00  -0.00   0.00   0.00   0.00
 865      BPM   0.00 323.85   7.07   6.82  16.53 -44.31  20.87  12.25  -7.23   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 866       S9   0.00 323.85   7.07   6.82  16.53 -44.31  20.87  12.25  -7.23   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 867      COR   0.00 323.85   7.07   6.82  16.53 -44.31  20.88  12.25  -7.23   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 868      SD8   0.20 323.85   7.07   6.82  16.53 -44.31  20.88  12.25  -7.23   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 869       Q9   0.32 324.05   4.61   5.47  16.54 -40.13  20.88  15.32  -8.10   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 870      SD7   0.44 324.37   2.26   2.28  16.56 -36.78   0.39  17.85   0.66   9.58   0.00   0.00  -0.00   0.00   0.00   0.00
 871     BEND   1.05 324.81   0.78   1.07  16.61 -36.61   0.39  17.28   0.63   9.59   0.00   0.00  -0.00   0.00   0.00   0.00
 872      SD7   0.44 325.86   1.55  -1.80  16.91 -36.10   0.59  15.42   1.11   9.60   0.00   0.00  -0.00   0.00   0.00   0.00
 873       Q6   0.32 326.30   3.67  -3.02  16.94 -35.84   0.59  14.47   1.05   9.60   0.00   0.00  -0.00   0.00   0.00   0.00
 874      SD5   0.20 326.62   6.48  -6.10  16.95 -37.72 -12.45  12.27   5.56   9.61   0.00   0.00  -0.00  -0.00   0.00   0.00
 875       S7   0.00 326.82   9.15  -7.28  16.95 -40.21 -12.45  10.14   5.04   9.61   0.00   0.00  -0.00  -0.00   0.00   0.00
 876      COR   0.00 326.82   9.15  -7.27  16.95 -40.21 -12.44  10.14   5.04   9.61   0.00   0.00  -0.00  -0.00   0.00   0.00
 877      SD4   0.39 326.82   9.15  -7.27  16.95 -40.21 -12.44  10.14   5.04   9.61   0.00   0.00  -0.00  -0.00   0.00   0.00
 878      BPM   0.00 327.21  15.72  -9.57  16.96 -45.06 -12.44   6.61   4.02   9.62   0.00   0.00  -0.00  -0.00   0.00   0.00
 879       Q7   0.46 327.21  15.72  -9.57  16.96 -45.06 -12.44   6.61   4.02   9.62   0.00   0.00  -0.00  -0.00   0.00   0.00
 880      SD3   0.20 327.67  16.79   7.62  16.96 -40.19  32.81   5.90  -2.24   9.63   0.00   0.00  -0.00   0.00   0.00   0.00
 881       S8   0.00 327.87  13.88   6.92  16.97 -33.62  32.81   6.83  -2.44   9.63   0.00   0.00  -0.00   0.00   0.00   0.00
 882      COR   0.00 327.87  13.88   6.91  16.97 -33.62  32.81   6.83  -2.44   9.63   0.00   0.00  -0.00   0.00   0.00   0.00
 883      SD2   0.39 327.87  13.88   6.91  16.97 -33.62  13.19   6.83  -2.44   9.63   0.00   0.00  -0.00   0.00   0.00   0.00
 884       Q8   0.32 328.26   9.03   5.54  16.97 -28.48  13.19   8.88  -2.83   9.64   0.00   0.00  -0.00   0.00   0.00   0.00
 885     FCOR   0.00 328.58   7.10   0.82  16.98 -26.66  -1.62   9.13   2.11   9.65   0.00   0.00  -0.00  -0.00   0.00   0.00
 886      BPM   0.00 328.58   7.10   0.82  16.98 -26.66  -1.62   9.13   2.11   9.65   0.00   0.00  -0.00  -0.00   0.00   0.00
 887     SD13   3.48 328.58   7.10   0.82  16.98 -26.66  -1.62   9.13   2.11   9.65   0.00   0.00  -0.00  -0.00   0.00   0.00
 888     SD13   3.48 332.07   4.23   0.00  17.09 -32.28  -1.62   1.68   0.03   9.82   0.00   0.00  -0.00  -0.00   0.00   0.00
 889      BPM   0.00 335.55   7.10  -0.82  17.20 -37.91  -1.62   8.67  -2.04  10.00   0.00   0.00  -0.00  -0.00   0.00   0.00
 890     FCOR   0.00 335.55   7.10  -0.82  17.20 -37.91  -1.62   8.67  -2.04  10.00   0.00   0.00  -0.00  -0.00   0.00   0.00
 891       Q8   0.32 335.55   7.10  -0.82  17.20 -37.91  -1.62   8.67  -2.04  10.00   0.00   0.00  -0.00  -0.00   0.00   0.00
 892      SD2   0.39 335.87   9.02  -5.54  17.20 -41.79 -23.01   8.46   2.66  10.01   0.00   0.00  -0.00  -0.00   0.00   0.00
 893       S6   0.00 336.26  13.88  -6.91  17.21 -50.77 -23.01   6.54   2.28  10.02   0.00   0.00  -0.00  -0.00   0.00   0.00
 894      COR   0.00 336.26  13.88  -6.92  17.21 -50.77 -23.02   6.54   2.29  10.02   0.00   0.00  -0.00  -0.00   0.00   0.00
 895      SD3   0.20 336.26  13.88  -6.92  17.21 -50.77 -41.38   6.54   2.29  10.02   0.00   0.00  -0.00  -0.00   0.00   0.00
 896       Q7   0.46 336.46  16.79  -7.62  17.21 -59.04 -41.38   5.66   2.10  10.02   0.00   0.00  -0.00  -0.00   0.00   0.00
 897      BPM   0.00 336.92  15.72   9.57  17.22 -63.31  23.57   6.40  -3.96  10.04   0.00   0.00  -0.00   0.00   0.00   0.00
 898      SD4   0.39 336.92  15.72   9.57  17.22 -63.31  23.57   6.40  -3.96  10.04   0.00   0.00  -0.00   0.00   0.00   0.00
 899       S5   0.00 337.31   9.15   7.27  17.22 -54.12  23.57   9.89  -4.97  10.04   0.00   0.00  -0.00   0.00   0.00   0.00
 900      COR   0.00 337.31   9.15   7.28  17.22 -54.12  23.58   9.89  -4.97  10.04   0.00   0.00  -0.00   0.00   0.00   0.00
 901      SD5   0.20 337.31   9.15   7.28  17.22 -54.12  23.58   9.89  -4.97  10.04   0.00   0.00  -0.00   0.00   0.00   0.00
 902       Q6   0.32 337.51   6.48   6.10  17.23 -49.40  23.58  11.98  -5.49  10.05   0.00   0.00  -0.00   0.00   0.00   0.00
 903      SD7   0.44 337.83   3.67   3.02  17.24 -44.56   6.93  14.17  -1.09  10.05   0.00   0.00  -0.00   0.00   0.00   0.00
 904     BEND   1.05 338.27   1.55   1.80  17.27 -41.52   6.93  15.16  -1.16  10.06   0.00   0.00  -0.00   0.00   0.00   0.00
 905      SD7   0.44 339.32   0.78  -1.07  17.57 -34.17   7.13  17.13  -0.68  10.07   0.00   0.00  -0.00   0.00   0.00   0.00
 906       Q4   0.32 339.76   2.26  -2.28  17.62 -31.03   7.13  17.75  -0.72  10.07   0.00   0.00  -0.00   0.00   0.00   0.00
 907      SD8   0.20 340.08   4.50  -5.04  17.64 -30.94  -6.54  15.76   6.64  10.07   0.00   0.00  -0.00  -0.00   0.00   0.00
 908       S3   0.00 340.28   6.75  -6.21  17.64 -32.25  -6.54  13.22   6.06  10.08   0.00   0.00  -0.00  -0.00   0.00   0.00
 909      COR   0.00 340.28   6.75  -6.21  17.64 -32.25  -6.54  13.22   6.06  10.08   0.00   0.00  -0.00  -0.00   0.00   0.00
 910      BPM   0.00 340.28   6.75  -6.21  17.64 -32.25  -6.54  13.22   6.06  10.08   0.00   0.00  -0.00  -0.00   0.00   0.00
 911      SD9   0.48 340.28   6.75  -6.21  17.64 -32.25  -6.54  13.22   6.06  10.08   0.00   0.00  -0.00  -0.00   0.00   0.00
 912       Q5   0.32 340.76  14.00  -9.01  17.65 -35.36  -6.54   8.09   4.70  10.08   0.00   0.00  -0.00  -0.00   0.00   0.00
 913     SD10   0.47 341.08  17.07   0.03  17.65 -34.02  14.80   6.66   0.05  10.09   0.00   0.00  -0.00   0.00   0.00   0.00
 914      BPM   0.00 341.55  17.05   0.01  17.66 -27.06  14.80   6.65  -0.02  10.10   0.00   0.00  -0.00   0.00   0.00   0.00
 915       S4   0.00 341.55  17.05   0.01  17.66 -27.06  14.80   6.65  -0.02  10.10   0.00   0.00  -0.00   0.00   0.00   0.00
 916      COR   0.00 341.55  17.05   0.00  17.66 -27.06  14.80   6.65  -0.02  10.10   0.00   0.00  -0.00   0.00   0.00   0.00
 917     SD12   0.47 341.55  17.05   0.00  17.66 -27.06 -17.95   6.65  -0.02  10.10   0.00   0.00  -0.00  -0.00   0.00   0.00
 918       Q5   0.32 342.02  17.06  -0.02  17.66 -35.49 -17.95   6.70  -0.09  10.11   0.00   0.00  -0.00  -0.00   0.00   0.00
 919      SD9   0.48 342.34  13.98   9.01  17.66 -37.67   4.55   8.16  -4.78  10.12   0.00   0.00  -0.00   0.00   0.00   0.00
 920      BPM   0.00 342.81   6.73   6.21  17.67 -35.50   4.55  13.37  -6.16  10.13   0.00   0.00  -0.00   0.00   0.00   0.00
 921       S3   0.00 342.81   6.73   6.21  17.67 -35.50   4.55  13.37  -6.16  10.13   0.00   0.00  -0.00   0.00   0.00   0.00
 922      COR   0.00 342.81   6.73   6.21  17.67 -35.50   4.56  13.37  -6.17  10.13   0.00   0.00  -0.00   0.00   0.00   0.00
 923      SD8   0.20 342.81   6.73   6.21  17.67 -35.50   4.56  13.37  -6.17  10.13   0.00   0.00  -0.00   0.00   0.00   0.00
 924       Q4   0.32 343.01   4.48   5.04  17.68 -34.59   4.56  15.95  -6.75  10.13   0.00   0.00  -0.00   0.00   0.00   0.00
 925      SD7   0.44 343.33   2.25   2.28  17.69 -35.60 -10.92  17.99   0.70  10.13   0.00   0.00  -0.00  -0.00   0.00   0.00
 926     BEND   1.05 343.77   0.77   1.07  17.75 -40.40 -10.92  17.39   0.66  10.14   0.00   0.00  -0.00  -0.00   0.00   0.00
 927      SD6   0.79 344.83   1.56  -1.82  18.05 -51.71 -10.72  15.45   1.15  10.15   0.00   0.00  -0.00  -0.00   0.00   0.00
 928       S2   0.00 345.62   6.17  -4.00  18.09 -60.18 -10.72  13.73   1.03  10.15   0.00   0.00  -0.00  -0.00   0.00   0.00
 929      COR   0.00 345.62   6.17  -4.00  18.09 -60.18 -10.70  13.73   1.02  10.15   0.00   0.00  -0.00  -0.00   0.00   0.00
 930      SD5   0.20 345.62   6.17  -4.00  18.09 -60.18 -10.70  13.73   1.02  10.15   0.00   0.00  -0.00  -0.00   0.00   0.00
